,Context,Reply
1222,"Friend (Varun): Nah .. this was in 1st grade
Right

Meghana: Ayyo😵😵
Shit, that’s a lot for a 1st standard kid. 😵

Friend (Varun): That's when I learnt to write with my left hand
Fun times 😂

Meghana: Oh😮😂well, it was useful in some ways then
😂😂😂fun times it seems
I have never really had injuries as such, touchwood

Friend (Varun): I've troubled my parents a lot 🙈

","But my sister used to keep getting stitches
"
1223,"Friend (Varun): That's when I learnt to write with my left hand
Fun times 😂

Meghana: Oh😮😂well, it was useful in some ways then
😂😂😂fun times it seems
I have never really had injuries as such, touchwood

Friend (Varun): I've troubled my parents a lot 🙈

Meghana: But my sister used to keep getting stitches

Friend (Varun): That also I've got 😂
On my chin

","I see that😂😂
These are really worrying for parents 😵😵
That too in first hand you got that forearm thing😵
😂😂😂😂
You have had it all then da.
Shit😂
When was your last injury?
I hope the occurrences reduced as you grew up
"
1224,"Friend (Varun): I've troubled my parents a lot 🙈

Meghana: But my sister used to keep getting stitches

Friend (Varun): That also I've got 😂
On my chin

Meghana: I see that😂😂
These are really worrying for parents 😵😵
That too in first hand you got that forearm thing😵
😂😂😂😂
You have had it all then da.
Shit😂
When was your last injury?
I hope the occurrences reduced as you grew up

Friend (Varun): Haha 😂😂
Last I think was football

","For real 😂
"
1225,"Friend (Varun): That also I've got 😂
On my chin

Meghana: I see that😂😂
These are really worrying for parents 😵😵
That too in first hand you got that forearm thing😵
😂😂😂😂
You have had it all then da.
Shit😂
When was your last injury?
I hope the occurrences reduced as you grew up

Friend (Varun): Haha 😂😂
Last I think was football

Meghana: For real 😂

Friend (Varun): I sprained my wrist

","Oh damn. When was this?
"
1226,"Friend (Varun): Haha 😂😂
Last I think was football

Meghana: For real 😂

Friend (Varun): I sprained my wrist

Meghana: Oh damn. When was this?

Friend (Varun): I had to skip one game
December ish

","That’s very very recent 😂😂
I thought you’d say some two years back n all😂
"
1227,"Friend (Varun): I sprained my wrist

Meghana: Oh damn. When was this?

Friend (Varun): I had to skip one game
December ish

Meghana: That’s very very recent 😂😂
I thought you’d say some two years back n all😂

Friend (Varun): Oh no wait wait
I fully fucked my thumb in March
Cricket

","Oh shit, must have been really hurtful.
When you caught the ball?
"
1228,"Friend (Varun): I had to skip one game
December ish

Meghana: That’s very very recent 😂😂
I thought you’d say some two years back n all😂

Friend (Varun): Oh no wait wait
I fully fucked my thumb in March
Cricket

Meghana: Oh shit, must have been really hurtful.
When you caught the ball?

Friend (Varun): It became swollen and purple. 😂
One brinjal it became

","March was like a month ago it feels like
😂😂😂😂
"
1229,"Friend (Varun): Oh no wait wait
I fully fucked my thumb in March
Cricket

Meghana: Oh shit, must have been really hurtful.
When you caught the ball?

Friend (Varun): It became swollen and purple. 😂
One brinjal it became

Meghana: March was like a month ago it feels like
😂😂😂😂

Friend (Varun): Yeah with keeping

","Ayyo😮
"
1230,"Friend (Varun): It became swollen and purple. 😂
One brinjal it became

Meghana: March was like a month ago it feels like
😂😂😂😂

Friend (Varun): Yeah with keeping

Meghana: Ayyo😮

Friend (Varun): While""

","How many days did it take for it to be normal again?
"
1231,"Friend (Varun): Yeah with keeping

Meghana: Ayyo😮

Friend (Varun): While""

Meghana: How many days did it take for it to be normal again?

Friend (Varun): 10 days

","Shit, I can’t even imagine that pain
For small things only thumb chumma hurts sometimes
So this😵😵
"
1232,"Friend (Varun): While""

Meghana: How many days did it take for it to be normal again?

Friend (Varun): 10 days

Meghana: Shit, I can’t even imagine that pain
For small things only thumb chumma hurts sometimes
So this😵😵

Friend (Varun): I think at this point I'm just used to it

","😂😂that’s okay too I guess
Hope you don’t have another injury or sprain or fracture.
"
1233,"Friend (Varun): 10 days

Meghana: Shit, I can’t even imagine that pain
For small things only thumb chumma hurts sometimes
So this😵😵

Friend (Varun): I think at this point I'm just used to it

Meghana: 😂😂that’s okay too I guess
Hope you don’t have another injury or sprain or fracture.

Friend (Varun): Thanks 🙈
I'll try
Have you met your surgeon?

","Not today. I don’t think he’s here yet.🤔
At 7The nurse just came and told
Don’t know when I’ll be able to meet the surgeon
I actually had first met a doctor at Bangalore
Some time ago
I wanted to get it done by her
"
1234,"Friend (Varun): I think at this point I'm just used to it

Meghana: 😂😂that’s okay too I guess
Hope you don’t have another injury or sprain or fracture.

Friend (Varun): Thanks 🙈
I'll try
Have you met your surgeon?

Meghana: Not today. I don’t think he’s here yet.🤔
At 7The nurse just came and told
Don’t know when I’ll be able to meet the surgeon
I actually had first met a doctor at Bangalore
Some time ago
I wanted to get it done by her

Friend (Varun): Oh

","Then because of the logistics she referred me to him since he’s here only
"
1235,"Friend (Varun): Thanks 🙈
I'll try
Have you met your surgeon?

Meghana: Not today. I don’t think he’s here yet.🤔
At 7The nurse just came and told
Don’t know when I’ll be able to meet the surgeon
I actually had first met a doctor at Bangalore
Some time ago
I wanted to get it done by her

Friend (Varun): Oh

Meghana: Then because of the logistics she referred me to him since he’s here only

Friend (Varun): But this is good
Your parents are there with you
They will also be at peace

","Parents are not giving me peace 😂
Dad went home last night because Abhi is alone at home. Mom stayed with me
Yeah, now they are I think
They keep asking me if I’m worried
And then I told them
"
1236,"Friend (Varun): Oh

Meghana: Then because of the logistics she referred me to him since he’s here only

Friend (Varun): But this is good
Your parents are there with you
They will also be at peace

Meghana: Parents are not giving me peace 😂
Dad went home last night because Abhi is alone at home. Mom stayed with me
Yeah, now they are I think
They keep asking me if I’m worried
And then I told them

Friend (Varun): Paavam
Let them be

","That I’m very bold n all😂
And I usually smile a lot, so they know I’m okay
"
1237,"Friend (Varun): But this is good
Your parents are there with you
They will also be at peace

Meghana: Parents are not giving me peace 😂
Dad went home last night because Abhi is alone at home. Mom stayed with me
Yeah, now they are I think
They keep asking me if I’m worried
And then I told them

Friend (Varun): Paavam
Let them be

Meghana: That I’m very bold n all😂
And I usually smile a lot, so they know I’m okay

Friend (Varun): I don't think we'll ever understand unless we are in their place

","True, this I also thought . But this is a lot of worrying no😵
But I guess this sort of naturally comes
No matter how much we say we won’t be like them
I keep asking parents to be very selfish and think more about themselves
But they don’t 😑
"
1238,"Friend (Varun): Paavam
Let them be

Meghana: That I’m very bold n all😂
And I usually smile a lot, so they know I’m okay

Friend (Varun): I don't think we'll ever understand unless we are in their place

Meghana: True, this I also thought . But this is a lot of worrying no😵
But I guess this sort of naturally comes
No matter how much we say we won’t be like them
I keep asking parents to be very selfish and think more about themselves
But they don’t 😑

Friend (Varun): Generation gap 😂

","I tell them also that they don’t have to feel guilty about this because I’m going to do this to my kids😂
Big one😂😂
But I’m sure we will all be like this eventually
When the time comes
But you know what I won’t like
My kids dating, I think I’ll get annoyed and possessive 😂😂
Especially if it’s a son
😪😪😪😭😭
"
1239,"Friend (Varun): I don't think we'll ever understand unless we are in their place

Meghana: True, this I also thought . But this is a lot of worrying no😵
But I guess this sort of naturally comes
No matter how much we say we won’t be like them
I keep asking parents to be very selfish and think more about themselves
But they don’t 😑

Friend (Varun): Generation gap 😂

Meghana: I tell them also that they don’t have to feel guilty about this because I’m going to do this to my kids😂
Big one😂😂
But I’m sure we will all be like this eventually
When the time comes
But you know what I won’t like
My kids dating, I think I’ll get annoyed and possessive 😂😂
Especially if it’s a son
😪😪😪😭😭

Friend (Varun): I mean I will be a different parent to my child for sure. But that's not cause what my mom and dad is was wrong of anything.. just a different approach
😂😂
This is going to be fun to watch 😂

","Yeah, that yes, I keep telling parents also this all the time. But the worrying will always be there I guess
😭😭it’s going to be very hurtful
I’m sure they’ll come home one day saying they’ve found one bitch😪
"
1240,"Friend (Varun): Generation gap 😂

Meghana: I tell them also that they don’t have to feel guilty about this because I’m going to do this to my kids😂
Big one😂😂
But I’m sure we will all be like this eventually
When the time comes
But you know what I won’t like
My kids dating, I think I’ll get annoyed and possessive 😂😂
Especially if it’s a son
😪😪😪😭😭

Friend (Varun): I mean I will be a different parent to my child for sure. But that's not cause what my mom and dad is was wrong of anything.. just a different approach
😂😂
This is going to be fun to watch 😂

Meghana: Yeah, that yes, I keep telling parents also this all the time. But the worrying will always be there I guess
😭😭it’s going to be very hurtful
I’m sure they’ll come home one day saying they’ve found one bitch😪

Friend (Varun): Already soo judgemental 😂
Give the girl a chance no 🙈

","😂😂😂😂😂yes🤭
She has to be really good😪😪
I’ll think about this. But I just hope they don’t find anyone too soon
I feel really evil😂
But it’s okay🤭
I think if it’s a daughter she can date🤔
"
1241,"Friend (Varun): I mean I will be a different parent to my child for sure. But that's not cause what my mom and dad is was wrong of anything.. just a different approach
😂😂
This is going to be fun to watch 😂

Meghana: Yeah, that yes, I keep telling parents also this all the time. But the worrying will always be there I guess
😭😭it’s going to be very hurtful
I’m sure they’ll come home one day saying they’ve found one bitch😪

Friend (Varun): Already soo judgemental 😂
Give the girl a chance no 🙈

Meghana: 😂😂😂😂😂yes🤭
She has to be really good😪😪
I’ll think about this. But I just hope they don’t find anyone too soon
I feel really evil😂
But it’s okay🤭
I think if it’s a daughter she can date🤔

Friend (Varun): Think about it like you are the girl and your boyfriend's mother doesn't give you a chance 😂
Then you'll understand

","😮😮😮😮😮
"
1242,"Friend (Varun): Already soo judgemental 😂
Give the girl a chance no 🙈

Meghana: 😂😂😂😂😂yes🤭
She has to be really good😪😪
I’ll think about this. But I just hope they don’t find anyone too soon
I feel really evil😂
But it’s okay🤭
I think if it’s a daughter she can date🤔

Friend (Varun): Think about it like you are the girl and your boyfriend's mother doesn't give you a chance 😂
Then you'll understand

Meghana: 😮😮😮😮😮

Friend (Varun): Why this gender bias

","Oh damn, no no no no😮😮 that will be horrible . Shit.
But yes, I think I’ll also eventually come around, but it will be hard to accept initially 😪😪😪or maybe I’ll just gel with her really well
I don’t understand either😂😂😂
"
